WHEAT,ORE,WOOD,BRICK,SHEEP,TOTAL,POINTS PER TURN
0,3,0,2,15,20,0.03488372093023256
4,11,4,1,0,20,0.06976744186046512
1,3,0,5,12,21,0.06382978723404255
3,5,2,7,4,21,0.10638297872340426
0,8,6,3,5,22,0.031914893617021274
3,5,6,5,3,22,0.06382978723404255
5,0,3,0,13,21,0.04285714285714286
13,4,0,3,0,20,0.18571428571428572
8,0,0,2,11,21,0.07142857142857142
5,11,1,2,0,19,0.11428571428571428
0,8,5,5,4,22,0.046296296296296294
11,4,0,0,6,21,0.06481481481481481
2,2,8,0,9,21,0.06481481481481481
3,4,5,10,0,22,0.09259259259259259
2,0,0,4,16,22,0.07766990291262135
0,3,8,8,2,21,0.06796116504854369
11,5,3,0,3,22,0.0970873786407767
6,0,8,4,3,21,0.04854368932038835
13,0,3,4,0,20,0.05555555555555555
5,5,3,4,3,20,0.18518518518518517
3,4,11,0,2,20,0.07407407407407407
5,0,5,4,7,21,0.07407407407407407
4,3,5,9,0,21,0.11864406779661017
2,3,7,4,5,21,0.0847457627118644
5,6,2,4,4,21,0.1694915254237288
0,3,1,13,4,21,0.03389830508474576
7,2,0,5,6,20,0.0975609756097561
7,4,5,0,5,21,0.12195121951219512
5,11,0,0,5,21,0.07317073170731707
0,3,8,5,7,23,0.08536585365853659
6,5,2,4,3,20,0.18867924528301888
0,0,5,7,9,21,0.07547169811320754
6,2,8,0,5,21,0.11320754716981132
8,2,0,8,5,23,0.1320754716981132
5,4,0,3,9,21,0.04477611940298507
5,5,4,3,4,21,0.05970149253731343
5,0,8,6,2,21,0.14925373134328357
1,0,8,3,9,21,0.05970149253731343
4,8,0,5,4,21,0.04201680672268908
7,3,6,0,5,21,0.04201680672268908
7,0,2,8,4,21,0.08403361344537816
1,0,8,5,5,19,0.07563025210084033
10,6,0,1,4,21,0.14492753623188406
10,3,0,0,8,21,0.028985507246376812
3,3,11,0,5,22,0.07246376811594203
12,0,4,6,0,22,0.11594202898550725
2,6,9,0,4,21,0.06896551724137931
0,5,3,10,3,21,0.034482758620689655
7,2,5,3,4,21,0.12643678160919541
4,6,3,5,3,21,0.09195402298850575
9,1,5,2,4,21,0.07142857142857142
5,4,0,5,7,21,0.11224489795918367
8,2,9,0,3,22,0.05102040816326531
7,4,5,0,6,22,0.09183673469387756
0,0,10,4,8,22,0.0625
0,0,15,0,5,20,0.03125
2,5,5,7,2,21,0.078125
11,4,5,3,0,23,0.15625
4,0,5,2,9,20,0.05970149253731343
8,0,3,3,7,21,0.11940298507462686
5,5,7,5,0,22,0.14925373134328357
9,3,8,0,2,22,0.13432835820895522
17,5,0,0,0,22,0.1111111111111111
0,4,11,7,0,22,0.09722222222222222
3,10,6,2,0,21,0.08333333333333333
7,3,3,5,5,23,0.1388888888888889
5,10,0,4,3,22,0.14492753623188406
4,5,6,0,5,20,0.07246376811594203
2,5,2,12,0,21,0.057971014492753624
8,5,4,3,3,23,0.11594202898550725
8,0,7,4,2,21,0.09900990099009901
8,0,10,3,0,21,0.07920792079207921
3,1,9,4,4,21,0.07920792079207921
0,0,9,3,10,22,0.06930693069306931
4,5,10,2,0,21,0.12987012987012986
5,8,5,3,0,21,0.11688311688311688
7,0,7,3,5,22,0.09090909090909091
2,4,10,0,6,22,0.05194805194805195
10,5,4,0,2,21,0.1111111111111111
7,0,3,8,3,21,0.06944444444444445
5,0,4,9,2,20,0.1111111111111111
5,1,8,4,2,20,0.1388888888888889
3,3,5,4,5,20,0.05555555555555555
4,0,5,5,7,21,0.08333333333333333
4,3,5,4,5,21,0.05555555555555555
4,3,5,5,4,21,0.2777777777777778
3,4,15,0,0,22,0.05825242718446602
2,8,5,0,7,22,0.05825242718446602
9,0,10,2,0,21,0.0970873786407767
0,4,5,6,8,23,0.08737864077669903
2,2,10,5,4,23,0.0641025641025641
3,2,4,5,8,22,0.1282051282051282
4,2,15,0,0,21,0.038461538461538464
3,1,3,10,3,20,0.0641025641025641
11,2,4,0,5,22,0.058823529411764705
4,0,4,0,13,21,0.058823529411764705
6,7,0,3,5,21,0.19607843137254902
3,7,5,5,0,20,0.09803921568627451
0,11,5,5,0,21,0.05813953488372093
3,7,4,0,7,21,0.13953488372093023
5,0,4,7,5,21,0.08139534883720931
0,4,14,3,2,23,0.046511627906976744
5,3,7,5,0,20,0.06923076923076923
2,7,0,0,11,20,0.07692307692307693
2,0,3,16,0,21,0.05384615384615385
4,0,12,0,5,21,0.038461538461538464
4,4,9,0,5,22,0.10309278350515463
12,0,5,2,2,21,0.08247422680412371
4,9,0,6,2,21,0.09278350515463918
5,5,0,3,9,22,0.07216494845360824
8,9,0,0,3,20,0.15384615384615385
3,5,4,0,8,20,0.07692307692307693
8,0,2,7,3,20,0.07692307692307693
7,0,11,3,0,21,0.06153846153846154
0,9,9,0,3,21,0.030303030303030304
3,5,3,4,5,20,0.06818181818181818
2,5,12,0,2,21,0.06818181818181818
5,5,0,11,0,21,0.07575757575757576
7,0,0,10,3,20,0.0546875
0,0,8,2,11,21,0.0546875
0,9,8,0,4,21,0.0390625
8,0,10,3,0,21,0.078125
6,0,4,10,0,20,0.05263157894736842
11,0,0,3,7,21,0.07368421052631578
4,1,8,3,5,21,0.10526315789473684
0,11,8,0,2,21,0.031578947368421054
14,0,5,3,0,22,0.03614457831325301
0,0,7,8,7,22,0.07228915662650602
7,0,7,4,3,21,0.12048192771084337
4,0,5,3,11,23,0.10843373493975904
0,7,0,4,12,23,0.02666666666666667
9,2,3,8,0,22,0.05333333333333334
7,2,3,4,5,21,0.13333333333333333
8,0,3,3,6,20,0.06666666666666667
5,4,2,3,9,23,0.18867924528301888
6,8,5,3,0,22,0.07547169811320754
0,0,5,0,16,21,0.03773584905660377
3,0,7,6,4,20,0.09433962264150944
0,1,8,4,7,20,0.057692307692307696
2,5,7,7,0,21,0.07692307692307693
9,0,4,8,0,21,0.057692307692307696
6,8,0,0,8,22,0.09615384615384616
8,0,7,3,4,22,0.10309278350515463
5,10,5,0,0,20,0.09278350515463918
12,0,2,0,7,21,0.061855670103092786
3,5,0,4,11,23,0.08247422680412371
10,4,0,3,4,21,0.11764705882352941
0,0,13,3,5,21,0.09411764705882353
2,7,5,2,4,20,0.07058823529411765
5,0,4,3,9,21,0.047058823529411764
5,4,3,0,8,20,0.08737864077669903
2,0,4,0,14,20,0.04854368932038835
7,7,3,4,0,21,0.0970873786407767
0,6,3,7,5,21,0.02912621359223301
1,8,0,12,0,21,0.01818181818181818
2,4,7,0,8,21,0.09090909090909091
9,0,5,5,3,22,0.07272727272727272
2,0,7,10,3,22,0.08181818181818182
5,2,12,0,2,21,0.06896551724137931
5,10,0,3,3,21,0.1724137931034483
4,6,5,0,5,20,0.06896551724137931
6,5,2,7,0,20,0.1206896551724138
2,1,10,4,4,21,0.11235955056179775
0,6,10,4,0,20,0.0449438202247191
2,3,10,4,3,22,0.10112359550561797
4,0,6,9,4,23,0.07865168539325842
4,0,10,2,4,20,0.04
8,0,4,1,8,21,0.06666666666666667
4,5,2,3,6,20,0.13333333333333333
3,2,16,0,0,21,0.05333333333333334
4,5,3,0,9,21,0.08695652173913043
0,5,8,3,4,20,0.03260869565217391
3,3,7,0,9,22,0.08695652173913043
4,7,0,3,9,23,0.10869565217391304
11,0,5,4,2,22,0.07894736842105263
3,0,7,5,6,21,0.08771929824561403
7,12,0,3,0,22,0.06140350877192982
5,3,7,0,6,21,0.07017543859649122
3,4,0,5,9,21,0.07291666666666667
0,0,12,5,3,20,0.07291666666666667
0,13,3,2,3,21,0.052083333333333336
5,4,5,7,0,21,0.11458333333333333
7,3,0,5,5,20,0.05263157894736842
4,3,2,10,1,20,0.07894736842105263
3,3,10,5,0,21,0.07894736842105263
9,2,3,5,2,21,0.13157894736842105
0,3,5,3,10,21,0.06363636363636363
5,0,2,8,5,20,0.10909090909090909
0,2,5,8,5,20,0.05454545454545454
0,4,3,8,5,20,0.03636363636363636
0,5,3,5,8,21,0.06060606060606061
3,7,0,6,5,21,0.15151515151515152
4,6,0,6,5,21,0.09090909090909091
7,0,1,9,4,21,0.07575757575757576
9,0,6,0,5,20,0.05714285714285714
0,0,3,5,13,21,0.05714285714285714
4,5,8,0,3,20,0.06428571428571428
7,4,3,2,3,19,0.07142857142857142
0,5,0,4,13,22,0.03636363636363636
2,0,5,3,11,21,0.05454545454545454
2,0,7,4,8,21,0.18181818181818182
4,0,10,3,3,20,0.07272727272727272
13,0,4,0,3,20,0.045454545454545456
10,0,6,0,4,20,0.07954545454545454
0,0,13,7,0,20,0.07954545454545454
5,1,3,7,4,20,0.11363636363636363
0,5,9,4,3,21,0.06097560975609756
4,3,8,6,0,21,0.12195121951219512
9,5,3,5,0,22,0.10975609756097561
4,5,8,2,3,22,0.06097560975609756
10,0,0,9,3,22,0.06097560975609756
10,0,4,6,0,20,0.12195121951219512
7,0,2,4,8,21,0.07317073170731707
8,0,4,5,6,23,0.04878048780487805
9,4,3,5,0,21,0.10309278350515463
0,3,5,9,3,20,0.020618556701030927
7,4,0,5,5,21,0.07216494845360824
1,0,8,4,6,19,0.061855670103092786
10,4,0,3,4,21,0.08849557522123894
0,3,9,3,5,20,0.07964601769911504
2,7,4,3,5,21,0.02654867256637168
2,0,14,5,0,21,0.061946902654867256
0,0,0,3,17,20,0.03125
3,3,9,0,5,20,0.0625
4,10,0,3,4,21,0.078125
6,2,13,0,0,21,0.15625
4,4,3,10,0,21,0.12987012987012986
5,7,5,0,4,21,0.1038961038961039
4,7,7,0,3,21,0.05194805194805195
5,1,9,0,4,19,0.025974025974025976
0,5,3,4,10,22,0.05263157894736842
9,7,4,0,2,22,0.10526315789473684
0,5,4,7,5,21,0.06578947368421052
5,5,7,0,6,23,0.13157894736842105
8,0,0,5,8,21,0.10227272727272728
5,3,4,3,6,21,0.09090909090909091
0,3,13,0,4,20,0.022727272727272728
14,3,1,0,2,20,0.125
3,5,4,5,4,21,0.09375
10,0,0,0,11,21,0.0625
0,2,4,12,3,21,0.078125
5,5,3,5,4,22,0.15625
5,8,4,0,5,22,0.10752688172043011
11,4,0,0,5,20,0.08602150537634409
3,4,12,3,0,22,0.043010752688172046
0,8,5,10,0,23,0.053763440860215055
4,2,5,4,5,20,0.08571428571428572
3,6,9,3,0,21,0.14285714285714285
2,11,0,5,3,21,0.05714285714285714
6,3,5,0,7,21,0.08571428571428572
3,4,0,6,9,22,0.15
3,12,0,6,0,21,0.03333333333333333
8,3,5,0,5,21,0.06666666666666667
5,5,4,8,0,22,0.16666666666666666
5,3,1,2,9,20,0.09302325581395349
9,8,4,0,0,21,0.09302325581395349
3,4,9,3,2,21,0.23255813953488372
8,0,2,0,11,21,0.09302325581395349
10,0,7,3,0,20,0.07608695652173914
5,3,5,0,8,21,0.06521739130434782
0,8,4,1,8,21,0.07608695652173914
13,8,2,0,0,23,0.10869565217391304
4,5,7,0,5,21,0.07042253521126761
6,7,3,0,5,21,0.056338028169014086
2,0,3,5,11,21,0.14084507042253522
1,0,8,0,12,21,0.04225352112676056
3,9,4,5,0,21,0.06956521739130435
4,7,0,5,5,21,0.05217391304347826
0,0,8,2,11,21,0.08695652173913043
5,4,3,0,9,21,0.0782608695652174
0,2,8,4,7,21,0.09523809523809523
11,0,0,10,0,21,0.023809523809523808
10,0,3,0,8,21,0.03571428571428571
5,5,0,5,8,23,0.11904761904761904
0,10,3,4,5,22,0.04
6,0,0,5,11,22,0.07
6,0,6,9,0,21,0.08
7,0,6,5,5,23,0.1
10,0,4,3,4,21,0.1
7,2,5,3,4,21,0.14285714285714285
2,0,9,0,10,21,0.05714285714285714
5,1,8,3,4,21,0.08571428571428572
4,0,6,7,4,21,0.09302325581395349
8,3,6,0,4,21,0.11627906976744186
0,2,5,10,4,21,0.046511627906976744
8,0,5,2,5,20,0.08139534883720931
4,10,0,2,5,21,0.08955223880597014
0,3,10,3,4,20,0.029850746268656716
4,8,4,0,5,21,0.14925373134328357
4,5,2,6,4,21,0.13432835820895522
7,10,0,4,0,21,0.057692307692307696
6,2,7,0,5,20,0.057692307692307696
14,0,0,5,2,21,0.057692307692307696
4,0,3,2,12,21,0.09615384615384616
0,3,7,10,0,20,0.08064516129032258
4,2,7,5,2,20,0.16129032258064516
5,5,0,10,0,20,0.0967741935483871
7,3,4,5,2,21,0.0967741935483871
0,3,5,8,4,20,0.020202020202020204
4,0,3,10,4,21,0.050505050505050504
4,1,7,9,0,21,0.10101010101010101
9,3,7,0,2,21,0.08080808080808081
4,10,6,0,2,22,0.0703125
8,0,10,3,0,21,0.0546875
3,9,8,0,2,22,0.0625
8,4,3,4,2,21,0.09375
5,0,4,5,8,22,0.11842105263157894
10,0,2,2,8,22,0.05263157894736842
5,0,6,2,8,21,0.09210526315789473
14,3,3,0,3,23,0.13157894736842105
4,3,8,1,5,21,0.07317073170731707
10,3,0,5,3,21,0.12195121951219512
0,13,4,2,3,22,0.06097560975609756
7,0,4,0,10,21,0.036585365853658534
5,0,13,0,3,21,0.058823529411764705
0,4,8,5,3,20,0.09803921568627451
9,7,0,0,4,20,0.19607843137254902
10,0,5,1,4,20,0.09803921568627451
9,0,1,3,8,21,0.10465116279069768
5,3,8,3,2,21,0.11627906976744186
4,7,4,0,5,20,0.10465116279069768
4,0,4,3,10,21,0.06976744186046512
8,5,6,0,3,22,0.07142857142857142
0,5,10,3,3,21,0.10204081632653061
2,5,7,0,7,21,0.061224489795918366
4,5,0,2,11,22,0.09183673469387756
8,0,0,4,9,21,0.125
0,6,4,10,0,20,0.027777777777777776
5,4,2,4,5,20,0.125
3,7,11,0,0,21,0.1388888888888889
6,3,9,4,0,22,0.1206896551724138
5,3,0,8,5,21,0.20689655172413793
0,7,5,2,7,21,0.034482758620689655
6,0,9,2,5,22,0.05172413793103448
7,10,4,0,2,23,0.15584415584415584
6,9,7,0,0,22,0.05194805194805195
5,9,4,0,3,21,0.09090909090909091
0,5,3,5,7,20,0.05194805194805195
1,4,4,9,4,22,0.06140350877192982
3,3,2,8,5,21,0.08771929824561403
5,0,0,10,6,21,0.043859649122807015
5,0,5,0,10,20,0.043859649122807015
4,8,4,0,5,21,0.10309278350515463
5,2,10,4,0,21,0.08247422680412371
4,0,10,7,0,21,0.09278350515463918
10,0,5,0,6,21,0.041237113402061855
3,0,10,5,4,22,0.11842105263157894
0,6,4,7,5,22,0.06578947368421052
0,4,6,2,9,21,0.05263157894736842
7,0,3,5,8,23,0.13157894736842105
3,0,10,3,4,20,0.05263157894736842
3,3,7,0,8,21,0.06578947368421052
4,0,1,5,11,21,0.05263157894736842
5,8,2,5,3,23,0.13157894736842105
8,2,6,0,4,20,0.08108108108108109
9,0,5,0,7,21,0.02702702702702703
6,0,9,1,4,20,0.09009009009009009
0,10,3,5,3,21,0.06306306306306306
7,0,2,3,10,22,0.07936507936507936
0,0,0,4,16,20,0.031746031746031744
4,5,2,3,7,21,0.15873015873015872
5,8,4,6,0,23,0.06349206349206349
6,4,10,0,0,20,0.058823529411764705
7,0,3,3,8,21,0.11764705882352941
2,2,5,9,2,20,0.08823529411764706
6,2,0,7,4,19,0.14705882352941177
5,0,10,3,2,20,0.07692307692307693
5,4,7,0,5,21,0.07692307692307693
11,4,6,0,0,21,0.10989010989010989
0,5,5,4,7,21,0.07692307692307693
5,0,1,4,10,20,0.08536585365853659
12,4,0,3,2,21,0.12195121951219512
0,5,2,7,6,20,0.08536585365853659
6,0,0,4,9,19,0.06097560975609756
3,5,2,6,5,21,0.12345679012345678
0,7,9,4,0,20,0.04938271604938271
4,5,7,3,0,19,0.09876543209876543
4,3,0,7,7,21,0.07407407407407407
5,6,2,7,0,20,0.1111111111111111
3,5,6,3,4,21,0.18518518518518517
2,0,8,5,6,21,0.05555555555555555
2,5,0,4,10,21,0.037037037037037035
5,3,5,4,4,21,0.0759493670886076
8,2,9,0,2,21,0.10126582278481013
8,2,0,3,8,21,0.12658227848101267
0,0,4,8,9,21,0.05063291139240506
9,4,8,0,0,21,0.06666666666666667
0,5,13,0,3,21,0.06666666666666667
14,3,0,2,3,22,0.13333333333333333
0,6,0,10,5,21,0.05333333333333334
5,8,5,0,3,21,0.1111111111111111
5,4,11,0,0,20,0.09722222222222222
7,4,0,8,3,22,0.08333333333333333
3,0,4,5,11,23,0.1388888888888889
10,3,0,0,8,21,0.11235955056179775
5,2,0,11,3,21,0.056179775280898875
4,0,7,6,3,20,0.07865168539325842
4,0,2,0,15,21,0.0449438202247191
8,3,5,0,5,21,0.12345679012345678
3,0,0,16,2,21,0.07407407407407407
5,9,6,0,0,20,0.06172839506172839
8,3,4,0,4,19,0.09876543209876543
0,0,12,9,0,21,0.056910569105691054
2,4,7,0,8,21,0.06504065040650407
5,2,3,5,7,22,0.08130081300813008
2,0,3,5,12,22,0.06504065040650407
3,10,0,4,3,20,0.06896551724137931
14,2,0,0,5,21,0.1724137931034483
7,0,5,5,4,21,0.08620689655172414
0,5,0,10,8,23,0.06896551724137931
3,5,5,4,4,21,0.11764705882352941
7,3,0,0,11,21,0.08235294117647059
6,13,0,0,2,21,0.09411764705882353
2,5,8,3,4,22,0.09411764705882353
5,0,5,7,4,21,0.15384615384615385
0,0,12,2,7,21,0.046153846153846156
0,2,8,0,12,22,0.09230769230769231
3,3,5,7,4,22,0.07692307692307693
3,10,1,4,2,20,0.08571428571428572
7,5,3,0,6,21,0.14285714285714285
11,2,0,0,8,21,0.02857142857142857
3,7,0,8,3,21,0.07142857142857142
8,0,2,0,10,20,0.04
7,4,0,3,7,21,0.2
8,0,2,7,5,22,0.08
5,4,6,0,7,22,0.12
8,4,4,0,5,21,0.09090909090909091
5,6,0,3,7,21,0.15151515151515152
3,5,0,11,2,21,0.06060606060606061
11,0,5,4,1,21,0.10606060606060606
5,3,4,9,0,21,0.125
0,7,5,4,5,21,0.046875
2,4,0,5,10,21,0.078125
9,3,3,5,2,22,0.171875
9,0,0,3,9,21,0.06593406593406594
0,9,6,5,0,20,0.07692307692307693
9,5,5,0,2,21,0.10989010989010989
3,4,2,1,9,19,0.06593406593406594
9,4,2,5,0,20,0.12359550561797752
8,4,0,4,5,21,0.07865168539325842
0,2,6,4,9,21,0.0449438202247191
7,6,8,0,0,21,0.07865168539325842
9,5,5,0,3,22,0.08
13,0,0,0,7,20,0.09333333333333334
4,5,2,5,5,21,0.13333333333333333
0,9,3,7,4,23,0.02666666666666667
4,9,0,2,7,22,0.136986301369863
0,0,3,8,10,21,0.0958904109589041
0,7,2,4,7,20,0.0273972602739726
0,0,11,1,8,20,0.0684931506849315
1,8,13,0,0,22,0.05755395683453238
2,0,14,0,5,21,0.03597122302158273
2,0,9,7,3,21,0.07194244604316546
0,14,0,3,5,22,0.02877697841726619
10,5,4,3,0,22,0.11267605633802817
5,0,4,6,5,20,0.08450704225352113
11,5,2,0,3,21,0.14084507042253522
4,9,0,6,4,23,0.08450704225352113
3,5,4,0,9,21,0.06481481481481481
0,5,4,6,5,20,0.07407407407407407
4,0,12,0,6,22,0.046296296296296294
8,0,5,6,4,23,0.09259259259259259
8,3,4,1,4,20,0.14814814814814814
4,10,4,0,3,21,0.07407407407407407
2,5,9,0,4,20,0.07407407407407407
5,6,0,0,8,19,0.06172839506172839
9,1,5,2,4,21,0.09174311926605505
4,3,8,0,6,21,0.05504587155963303
2,3,12,5,0,22,0.03669724770642202
8,0,9,3,2,22,0.07339449541284404
0,0,4,8,8,20,0.08
4,7,5,0,5,21,0.07
0,0,3,4,14,21,0.06
9,3,4,5,0,21,0.1
5,5,3,0,8,21,0.09523809523809523
0,8,0,8,4,20,0.0380952380952381
3,8,2,0,7,20,0.0761904761904762
4,4,8,4,0,20,0.06666666666666667
0,8,4,4,5,21,0.02830188679245283
4,5,7,0,5,21,0.10377358490566038
10,3,3,0,5,21,0.07547169811320754
4,3,13,1,0,21,0.07547169811320754
10,4,2,0,6,22,0.09210526315789473
5,5,3,3,4,20,0.07894736842105263
3,4,0,10,5,22,0.07894736842105263
5,4,3,7,4,23,0.13157894736842105
8,3,4,0,5,20,0.07766990291262135
0,0,10,4,7,21,0.06796116504854369
8,4,8,1,0,21,0.0970873786407767
3,0,2,6,10,21,0.04854368932038835
5,0,8,5,2,20,0.05263157894736842
3,4,4,2,8,21,0.07368421052631578
8,5,4,0,4,21,0.10526315789473684
8,0,0,5,9,22,0.05263157894736842
8,4,0,5,4,21,0.09574468085106383
3,0,4,9,5,21,0.10638297872340426
0,0,2,9,10,21,0.02127659574468085
8,0,1,4,8,21,0.0851063829787234
5,5,0,0,11,21,0.054945054945054944
5,0,5,2,8,20,0.03296703296703297
7,4,5,0,4,20,0.10989010989010989
0,5,9,2,4,20,0.08791208791208792
12,0,2,4,4,22,0.088
14,0,0,6,0,20,0.048
0,8,5,0,9,22,0.048
0,5,6,12,0,23,0.056
8,2,4,5,2,21,0.109375
8,0,3,0,10,21,0.046875
4,0,4,6,7,21,0.109375
4,6,7,5,0,22,0.15625
0,2,4,3,13,22,0.05813953488372093
3,9,4,0,5,21,0.11627906976744186
0,2,9,6,4,21,0.05813953488372093
2,5,4,11,0,22,0.09302325581395349
10,7,0,0,3,20,0.16393442622950818
5,8,6,0,1,20,0.11475409836065574
5,0,8,3,4,20,0.06557377049180328
3,0,2,8,8,21,0.06557377049180328
13,0,0,4,4,21,0.05952380952380952
12,9,0,0,0,21,0.10714285714285714
3,0,14,0,5,22,0.023809523809523808
10,5,7,0,0,22,0.11904761904761904
5,5,4,3,4,21,0.09523809523809523
8,0,6,2,5,21,0.05952380952380952
0,6,8,2,5,21,0.07142857142857142
3,5,12,1,0,21,0.11904761904761904
1,4,9,0,8,22,0.04580152671755725
0,12,4,0,5,21,0.05343511450381679
2,6,10,3,0,21,0.07633587786259542
2,0,10,6,4,22,0.061068702290076333
8,4,5,4,0,21,0.05405405405405406
5,4,5,2,5,21,0.13513513513513514
8,0,3,2,8,21,0.08108108108108109
9,4,4,4,0,21,0.06756756756756757
4,0,0,11,7,22,0.11235955056179775
4,2,0,7,8,21,0.0898876404494382
15,0,0,2,4,21,0.06741573033707865
5,5,4,0,8,22,0.0898876404494382
8,5,0,0,7,20,0.136986301369863
0,5,11,4,0,20,0.0547945205479452
0,4,0,5,12,21,0.0273972602739726
5,0,7,5,4,21,0.0684931506849315
10,0,7,0,5,22,0.06097560975609756
8,5,0,2,5,20,0.12195121951219512
8,8,4,0,2,22,0.0975609756097561
7,0,7,4,5,23,0.08536585365853659
0,3,9,0,8,20,0.04807692307692308
0,7,2,0,11,20,0.028846153846153848
7,0,7,0,6,20,0.057692307692307696
6,0,3,6,5,20,0.09615384615384616
0,0,7,0,14,21,0.06329113924050633
0,8,2,2,9,21,0.0379746835443038
10,3,0,8,0,21,0.12658227848101267
4,0,4,4,9,21,0.06329113924050633
0,4,5,0,13,22,0.08421052631578947
12,0,5,0,5,22,0.031578947368421054
6,9,0,6,0,21,0.10526315789473684
0,0,12,3,8,23,0.05263157894736842
8,9,4,0,0,21,0.0851063829787234
3,5,6,2,5,21,0.10638297872340426
0,5,4,2,10,21,0.0851063829787234
8,4,4,1,4,21,0.0851063829787234
9,2,7,0,3,21,0.09900990099009901
13,2,3,0,3,21,0.0594059405940594
8,1,9,0,2,20,0.0297029702970297
5,0,5,5,5,20,0.0891089108910891
6,5,4,2,4,21,0.10309278350515463
0,5,10,2,4,21,0.07216494845360824
3,0,4,1,13,21,0.08247422680412371
4,5,0,1,11,21,0.09278350515463918
0,4,13,0,5,22,0.07207207207207207
3,10,4,0,3,20,0.06306306306306306
5,4,0,5,7,21,0.0990990990990991
0,0,11,7,5,23,0.08108108108108109
4,3,5,0,8,20,0.05263157894736842
6,3,4,0,7,20,0.06578947368421052
8,8,0,2,2,20,0.09210526315789473
5,3,1,6,5,20,0.13157894736842105
3,0,5,5,8,21,0.07407407407407407
3,5,2,7,4,21,0.08333333333333333
4,2,7,3,5,21,0.05555555555555555
3,3,7,9,0,22,0.09259259259259259
5,4,6,0,5,20,0.11267605633802817
4,2,3,2,9,20,0.08450704225352113
4,6,0,7,3,20,0.14084507042253522
0,4,6,2,8,20,0.07042253521126761
10,0,0,2,8,20,0.0660377358490566
5,4,0,6,6,21,0.09433962264150944
9,5,4,2,0,20,0.08490566037735849
3,3,7,0,8,21,0.07547169811320754
0,10,8,0,4,22,0.06521739130434782
0,2,10,4,6,22,0.07608695652173914
7,0,8,0,6,21,0.03260869565217391
8,0,8,5,0,21,0.10869565217391304
7,5,5,0,4,21,0.10309278350515463
4,5,8,4,0,21,0.061855670103092786
0,5,6,10,0,21,0.041237113402061855
0,5,3,4,9,21,0.07216494845360824
10,9,3,0,0,22,0.08620689655172414
5,5,0,10,2,22,0.1724137931034483
6,4,5,4,2,21,0.10344827586206896
8,5,3,0,7,23,0.1206896551724138
8,5,0,6,3,22,0.18867924528301888
13,3,3,2,0,21,0.05660377358490566
5,7,2,0,7,21,0.07547169811320754
9,0,8,5,0,22,0.09433962264150944
10,5,0,3,4,22,0.11428571428571428
3,5,5,3,4,20,0.14285714285714285
2,5,14,0,0,21,0.04285714285714286
5,0,4,10,4,23,0.07142857142857142
11,2,4,0,4,21,0.09090909090909091
8,7,0,0,6,21,0.06818181818181818
3,0,7,5,7,22,0.09090909090909091
10,3,0,3,6,22,0.11363636363636363
