WHEAT,ORE,WOOD,BRICK,SHEEP,TOTAL,POINTS PER TURN
8,3,0,8,2,21,0.12244897959183673
7,2,11,0,0,20,0.061224489795918366
2,7,3,0,7,19,0.061224489795918366
4,10,4,2,1,21,0.08860759493670886
6,5,3,0,7,21,0.10126582278481013
3,3,9,1,5,21,0.13924050632911392
0,7,4,3,7,21,0.0379746835443038
11,0,4,8,0,23,0.05555555555555555
7,7,4,0,4,22,0.1111111111111111
11,0,3,3,4,21,0.05555555555555555
0,5,7,6,3,21,0.05555555555555555
8,0,9,0,5,22,0.06521739130434782
8,6,0,0,6,20,0.21739130434782608
0,0,11,5,5,21,0.08695652173913043
0,8,5,7,3,23,0.06521739130434782
4,5,9,0,3,21,0.05555555555555555
8,0,5,0,8,21,0.027777777777777776
9,0,10,0,2,21,0.06481481481481481
3,12,5,0,2,22,0.09259259259259259
5,0,11,2,2,20,0.0703125
0,0,0,8,13,21,0.0390625
4,5,4,8,0,21,0.0625
7,3,5,0,6,21,0.078125
2,0,13,4,3,22,0.0967741935483871
5,0,7,4,5,21,0.16129032258064516
3,5,8,2,3,21,0.08064516129032258
0,5,4,2,11,22,0.04838709677419355
0,3,15,4,0,22,0.09259259259259259
4,2,12,4,0,22,0.18518518518518517
3,5,0,8,5,21,0.07407407407407407
4,6,10,0,3,23,0.07407407407407407
4,5,6,5,1,21,0.10309278350515463
10,5,0,5,0,20,0.061855670103092786
0,3,0,6,13,22,0.030927835051546393
4,0,15,4,0,23,0.09278350515463918
3,5,9,0,5,22,0.07692307692307693
0,3,4,3,10,20,0.07692307692307693
7,7,5,2,0,21,0.10989010989010989
8,3,9,3,0,23,0.06593406593406594
4,4,0,8,5,21,0.02857142857142857
5,3,5,8,0,21,0.14285714285714285
6,0,6,3,5,20,0.1
9,3,0,0,9,21,0.11428571428571428
2,4,1,5,9,21,0.06666666666666667
2,3,0,8,8,21,0.06666666666666667
4,8,5,0,5,22,0.13333333333333333
6,0,3,8,5,22,0.06666666666666667
4,4,5,5,3,21,0.11764705882352941
7,0,9,5,0,21,0.058823529411764705
0,0,3,2,16,21,0.07058823529411765
4,1,9,0,7,21,0.07058823529411765
0,9,4,0,7,20,0.06862745098039216
3,9,7,2,0,21,0.09803921568627451
8,0,12,0,2,22,0.0392156862745098
0,4,5,2,11,22,0.06862745098039216
4,0,3,0,13,20,0.06
1,5,4,4,7,21,0.05
2,3,4,11,0,20,0.08
2,5,3,0,11,21,0.1
2,0,4,9,5,20,0.05952380952380952
3,0,17,0,1,21,0.05952380952380952
5,5,8,3,0,21,0.09523809523809523
5,8,5,5,0,23,0.11904761904761904
3,0,14,0,5,22,0.03125
5,4,2,4,7,22,0.09375
3,7,2,4,5,21,0.0625
5,8,3,2,3,21,0.15625
6,5,2,0,8,21,0.05084745762711865
8,0,2,11,0,21,0.06779661016949153
8,5,4,1,3,21,0.1864406779661017
0,11,11,0,0,22,0.05084745762711865
4,6,7,0,4,21,0.14492753623188406
0,4,13,0,4,21,0.057971014492753624
11,0,0,0,10,21,0.057971014492753624
3,2,5,7,4,21,0.11594202898550725
5,8,5,0,3,21,0.09375
8,0,0,8,5,21,0.046875
9,4,4,0,3,20,0.140625
5,4,6,0,6,21,0.15625
2,0,1,7,10,20,0.0784313725490196
11,7,0,3,0,21,0.11764705882352941
5,4,4,3,5,21,0.23529411764705882
3,2,9,4,5,23,0.0784313725490196
3,7,5,1,5,21,0.14492753623188406
6,6,0,9,0,21,0.08695652173913043
8,4,2,4,2,20,0.10144927536231885
3,7,9,0,2,21,0.07246376811594203
0,4,9,0,8,21,0.07692307692307693
6,3,7,0,5,21,0.057692307692307696
0,6,7,8,0,21,0.038461538461538464
4,3,4,9,1,21,0.19230769230769232
5,9,0,0,6,20,0.06944444444444445
0,2,4,9,5,20,0.06944444444444445
6,5,0,7,2,20,0.1111111111111111
3,7,4,4,3,21,0.1388888888888889
5,2,0,5,8,20,0.04819277108433735
8,0,5,5,3,21,0.060240963855421686
13,3,2,3,0,21,0.13253012048192772
4,5,2,8,4,23,0.10843373493975904
3,0,5,0,14,22,0.06796116504854369
9,3,3,0,5,20,0.038834951456310676
4,7,0,0,10,21,0.0970873786407767
4,0,0,10,9,23,0.06796116504854369
5,2,14,0,2,23,0.0945945945945946
4,6,4,5,3,22,0.13513513513513514
7,2,9,0,3,21,0.06756756756756757
3,3,5,5,5,21,0.08108108108108109
2,2,9,3,5,21,0.08064516129032258
5,3,7,5,0,20,0.16129032258064516
3,2,0,5,9,19,0.04838709677419355
3,8,6,0,4,21,0.0967741935483871
0,8,5,5,4,22,0.05263157894736842
7,7,0,5,2,21,0.08771929824561403
0,4,6,0,11,21,0.06140350877192982
15,0,3,2,0,20,0.043859649122807015
9,7,0,0,5,21,0.07936507936507936
6,3,8,0,4,21,0.07936507936507936
2,2,3,5,9,21,0.15873015873015872
8,0,4,2,8,22,0.06349206349206349
0,10,0,10,0,20,0.015384615384615385
2,3,8,0,8,21,0.07692307692307693
1,4,4,5,7,21,0.06153846153846154
6,0,13,0,4,23,0.038461538461538464
4,5,3,4,5,21,0.12987012987012986
0,0,0,7,13,20,0.03896103896103896
2,7,7,4,0,20,0.06493506493506493
3,0,2,11,5,21,0.1038961038961039
5,3,0,3,9,20,0.03409090909090909
1,0,0,17,2,20,0.056818181818181816
0,4,7,5,4,20,0.09090909090909091
7,11,3,0,0,21,0.11363636363636363
0,8,12,0,1,21,0.05128205128205128
3,5,10,3,0,21,0.1282051282051282
12,3,0,0,7,22,0.10256410256410256
4,10,2,6,0,22,0.08974358974358974
0,5,7,5,3,20,0.06382978723404255
5,0,8,6,2,21,0.10638297872340426
4,5,11,1,0,21,0.07446808510638298
4,1,10,0,6,21,0.09574468085106383
2,0,14,0,7,23,0.0759493670886076
7,0,13,0,2,22,0.05063291139240506
7,4,5,3,2,21,0.13924050632911392
3,5,5,6,1,20,0.0379746835443038
5,0,7,2,6,20,0.06060606060606061
5,4,7,2,3,21,0.15151515151515152
5,5,4,4,3,21,0.06060606060606061
10,3,3,6,0,22,0.13636363636363635
4,5,5,6,1,21,0.136986301369863
5,3,2,0,11,21,0.0958904109589041
6,2,0,8,4,20,0.0958904109589041
10,5,0,3,3,21,0.0547945205479452
5,4,3,3,5,20,0.14492753623188406
6,0,4,10,0,20,0.057971014492753624
5,0,4,2,9,20,0.10144927536231885
6,5,5,0,5,21,0.07246376811594203
13,0,3,4,0,20,0.027777777777777776
13,0,3,0,5,21,0.027777777777777776
4,0,5,8,4,21,0.09722222222222222
0,4,1,14,2,21,0.1388888888888889
0,4,3,5,8,20,0.08108108108108109
6,1,3,0,10,20,0.02702702702702703
2,8,3,0,8,21,0.09009009009009009
5,4,2,5,5,21,0.08108108108108109
2,0,13,5,3,23,0.0759493670886076
7,3,0,0,12,22,0.06329113924050633
7,0,4,10,0,21,0.12658227848101267
5,5,5,0,6,21,0.08860759493670886
0,13,0,10,0,23,0.05
8,2,4,5,3,22,0.1
2,2,3,10,4,21,0.1125
5,3,2,5,6,21,0.125
13,7,1,0,0,21,0.09333333333333334
4,0,0,3,14,21,0.06666666666666667
5,6,2,8,0,21,0.14666666666666667
0,0,15,0,7,22,0.05333333333333334
6,1,0,3,10,20,0.06578947368421052
5,0,0,11,5,21,0.06578947368421052
2,11,0,4,4,21,0.07894736842105263
2,0,3,4,14,23,0.13157894736842105
7,2,9,5,0,23,0.15384615384615385
8,3,5,0,6,22,0.09230769230769231
0,4,0,13,4,21,0.03076923076923077
6,5,4,0,5,20,0.09230769230769231
4,4,5,0,8,21,0.06504065040650407
5,4,5,0,7,21,0.07317073170731707
3,5,3,8,2,21,0.08130081300813008
1,0,3,12,5,21,0.07317073170731707
8,0,0,5,9,22,0.0379746835443038
8,0,8,4,0,20,0.0759493670886076
7,2,3,0,9,21,0.1518987341772152
0,4,7,4,8,23,0.06329113924050633
0,7,8,0,5,20,0.03614457831325301
10,3,6,0,1,20,0.07228915662650602
4,2,3,4,8,21,0.13253012048192772
12,6,0,0,3,21,0.10843373493975904
4,0,8,5,4,21,0.08
6,5,4,0,6,21,0.2
8,2,0,5,6,21,0.08
6,0,9,5,3,23,0.08
8,0,9,3,0,20,0.058823529411764705
7,0,10,0,3,20,0.04411764705882353
0,3,2,3,12,20,0.029411764705882353
9,8,2,0,2,21,0.14705882352941177
9,9,0,3,0,21,0.09900990099009901
2,0,1,0,17,20,0.04950495049504951
0,7,7,4,3,21,0.07920792079207921
0,3,4,9,5,21,0.0594059405940594
2,5,3,0,11,21,0.044444444444444446
8,4,0,0,9,21,0.1111111111111111
2,7,5,0,6,20,0.07777777777777778
0,3,7,1,9,20,0.044444444444444446
5,4,0,3,10,22,0.11267605633802817
0,6,14,0,0,20,0.04225352112676056
8,4,0,2,7,21,0.14084507042253522
8,0,4,7,4,23,0.08450704225352113
5,5,3,4,3,20,0.09195402298850575
5,9,7,0,0,21,0.04597701149425287
4,5,7,2,3,21,0.11494252873563218
2,5,0,11,3,21,0.09195402298850575
1,4,9,3,4,21,0.05970149253731343
5,0,4,9,3,21,0.08955223880597014
5,4,2,4,6,21,0.14925373134328357
0,5,9,6,3,23,0.08955223880597014
15,0,0,3,2,20,0.07228915662650602
3,0,4,10,4,21,0.0963855421686747
7,5,4,5,0,21,0.12048192771084337
5,0,7,0,9,21,0.060240963855421686
7,0,4,6,3,20,0.046296296296296294
4,3,5,9,0,21,0.07407407407407407
4,3,5,3,6,21,0.08333333333333333
2,8,0,5,6,21,0.09259259259259259
0,3,8,0,10,21,0.09174311926605505
8,3,2,8,0,21,0.08256880733944955
0,0,5,9,6,20,0.05504587155963303
4,3,8,0,6,21,0.08256880733944955
5,5,5,4,3,22,0.0784313725490196
8,5,3,4,0,20,0.09803921568627451
5,5,9,0,2,21,0.0784313725490196
3,5,7,0,8,23,0.0784313725490196
3,0,9,4,4,20,0.09523809523809523
0,10,5,0,5,20,0.0761904761904762
10,0,0,8,2,20,0.047619047619047616
5,3,2,0,9,19,0.0380952380952381
3,4,10,3,0,20,0.12987012987012986
11,3,2,0,5,21,0.1038961038961039
8,4,0,1,8,21,0.06493506493506493
0,5,2,8,8,23,0.09090909090909091
0,8,3,4,5,20,0.04395604395604396
3,8,4,0,5,20,0.07692307692307693
2,3,7,4,5,21,0.10989010989010989
4,5,4,8,0,21,0.0989010989010989
0,0,9,4,8,21,0.045454545454545456
5,5,3,0,8,21,0.09090909090909091
4,2,4,2,8,20,0.06363636363636363
0,0,16,3,0,19,0.07272727272727272
8,5,2,3,5,23,0.09900990099009901
5,0,10,2,5,22,0.0594059405940594
5,1,0,6,9,21,0.0891089108910891
5,3,6,0,6,20,0.06930693069306931
0,0,0,14,7,21,0.03389830508474576
2,2,3,10,4,21,0.09322033898305085
5,3,12,0,1,21,0.07627118644067797
8,6,7,0,0,21,0.06779661016949153
11,0,8,1,0,20,0.06060606060606061
5,0,8,4,4,21,0.15151515151515152
0,7,0,3,11,21,0.06060606060606061
4,2,9,3,3,21,0.06060606060606061
0,0,12,9,0,21,0.06796116504854369
3,2,5,5,6,21,0.06796116504854369
6,7,0,0,8,21,0.0970873786407767
8,0,5,0,8,21,0.02912621359223301
4,0,4,3,10,21,0.06666666666666667
0,0,7,4,10,21,0.06666666666666667
8,8,3,2,0,21,0.13333333333333333
4,4,13,0,0,21,0.06666666666666667
0,7,7,4,3,21,0.030534351145038167
8,0,10,0,3,21,0.06870229007633588
5,3,4,5,4,21,0.07633587786259542
0,3,2,13,5,23,0.04580152671755725
5,5,5,4,3,22,0.10526315789473684
0,5,9,0,6,20,0.06578947368421052
2,0,7,9,3,21,0.11842105263157894
5,8,0,3,7,23,0.13157894736842105
4,0,10,4,2,20,0.049019607843137254
4,9,8,0,0,21,0.09803921568627451
0,4,9,3,4,20,0.06862745098039216
3,5,5,5,3,21,0.06862745098039216
7,0,0,15,0,22,0.03571428571428571
0,3,12,5,2,22,0.05357142857142857
3,4,0,10,4,21,0.08928571428571429
4,3,3,5,8,23,0.17857142857142858
0,13,5,2,3,23,0.09734513274336283
5,5,0,10,2,22,0.07079646017699115
4,10,4,0,3,21,0.07964601769911504
5,0,9,6,0,20,0.04424778761061947
14,0,0,4,3,21,0.056338028169014086
10,6,0,4,0,20,0.07042253521126761
6,5,6,0,5,22,0.14084507042253522
0,0,11,7,5,23,0.08450704225352113
0,1,3,12,4,20,0.027777777777777776
5,2,3,4,7,21,0.041666666666666664
0,3,6,4,7,20,0.041666666666666664
7,2,3,5,4,21,0.1527777777777778
10,5,5,0,0,20,0.06306306306306306
1,3,4,4,9,21,0.08108108108108109
11,2,3,4,0,20,0.09009009009009009
5,2,4,8,2,21,0.05405405405405406
0,1,8,3,9,21,0.03614457831325301
7,0,10,0,3,20,0.060240963855421686
4,2,2,7,5,20,0.13253012048192772
12,1,3,4,0,20,0.07228915662650602
8,5,0,4,5,22,0.15384615384615385
7,3,5,0,5,20,0.046153846153846156
4,8,0,4,5,21,0.06153846153846154
4,0,6,4,9,23,0.07692307692307693
6,2,4,9,0,21,0.07692307692307693
5,6,4,5,0,20,0.1282051282051282
7,0,0,2,13,22,0.0641025641025641
4,4,11,4,0,23,0.07692307692307693
4,1,0,8,9,22,0.06796116504854369
5,5,0,0,11,21,0.08737864077669903
0,3,7,4,7,21,0.0970873786407767
7,3,5,5,0,20,0.04854368932038835
0,3,15,0,4,22,0.0625
0,9,0,10,3,22,0.0625
0,3,12,2,4,21,0.025
8,5,0,3,7,23,0.125
4,8,0,10,0,22,0.10714285714285714
4,9,0,5,2,20,0.03571428571428571
4,5,5,0,7,21,0.10714285714285714
4,5,6,4,4,23,0.11904761904761904
14,0,3,3,0,20,0.06382978723404255
5,8,0,5,3,21,0.11702127659574468
4,4,8,0,4,20,0.0851063829787234
5,6,0,7,3,21,0.0851063829787234
8,4,0,0,8,20,0.07352941176470588
7,0,11,3,0,21,0.07352941176470588
7,6,5,3,0,21,0.058823529411764705
8,0,4,4,5,21,0.16176470588235295
6,8,2,0,5,21,0.0673076923076923
0,6,5,3,7,21,0.057692307692307696
5,0,4,5,8,22,0.08653846153846154
5,2,0,3,12,22,0.10576923076923077
8,0,4,0,8,20,0.04838709677419355
9,6,0,2,3,20,0.16129032258064516
4,0,9,2,5,20,0.12903225806451613
6,5,9,0,0,20,0.04838709677419355
0,0,9,5,7,21,0.11764705882352941
4,0,0,7,10,21,0.03529411764705882
4,7,4,0,5,20,0.08235294117647059
6,2,4,8,0,20,0.07058823529411765
5,8,2,3,2,20,0.12987012987012986
9,2,5,0,5,21,0.11688311688311688
5,4,8,0,4,21,0.09090909090909091
13,1,2,5,0,21,0.06493506493506493
5,5,8,3,0,21,0.17543859649122806
6,5,0,0,9,20,0.12280701754385964
8,7,4,2,0,21,0.10526315789473684
7,0,0,5,9,21,0.08771929824561403
3,3,10,0,4,20,0.09523809523809523
6,0,7,0,8,21,0.0761904761904762
0,0,1,12,8,21,0.06666666666666667
0,0,2,8,13,23,0.0380952380952381
3,9,4,0,5,21,0.11267605633802817
8,0,8,3,2,21,0.07042253521126761
5,4,7,2,2,20,0.14084507042253522
3,9,7,0,2,21,0.07042253521126761
5,4,4,4,4,21,0.08163265306122448
0,0,10,7,3,20,0.11224489795918367
7,7,0,0,7,21,0.05102040816326531
5,0,2,5,8,20,0.08163265306122448
1,0,3,7,9,20,0.09183673469387756
3,3,5,4,5,20,0.10204081632653061
7,2,3,0,8,20,0.061224489795918366
5,2,8,0,4,19,0.061224489795918366
5,1,0,12,3,21,0.0707070707070707
0,3,5,8,5,21,0.030303030303030304
12,3,4,0,3,22,0.10101010101010101
10,4,5,0,2,21,0.09090909090909091
3,0,9,0,8,20,0.03333333333333333
4,4,0,8,5,21,0.06666666666666667
4,0,7,4,5,20,0.058333333333333334
3,10,3,2,3,21,0.09166666666666666
0,4,4,9,5,22,0.07936507936507936
6,4,0,4,7,21,0.07936507936507936
8,3,2,5,3,21,0.1746031746031746
0,2,7,8,5,22,0.047619047619047616
8,5,0,7,0,20,0.05405405405405406
6,0,4,5,6,21,0.13513513513513514
0,5,5,2,10,22,0.08108108108108109
2,8,9,0,3,22,0.0945945945945946
3,0,3,4,10,20,0.07547169811320754
6,6,0,0,9,21,0.09433962264150944
8,0,3,1,8,20,0.03773584905660377
0,11,3,2,5,21,0.05660377358490566
3,0,4,4,9,20,0.054945054945054944
0,16,2,0,3,21,0.06593406593406594
10,2,4,4,0,20,0.10989010989010989
3,0,2,8,6,19,0.08791208791208792
10,0,3,0,9,22,0.03076923076923077
0,6,4,2,10,22,0.07692307692307693
3,6,5,0,7,21,0.05384615384615385
3,0,3,7,10,23,0.06153846153846154
0,4,0,11,7,22,0.02857142857142857
4,4,4,5,5,22,0.15714285714285714
10,4,0,0,7,21,0.1
3,0,10,5,5,23,0.07142857142857142
0,12,4,1,4,21,0.05263157894736842
3,0,14,4,0,21,0.09210526315789473
5,10,4,0,2,21,0.06578947368421052
6,5,4,3,3,21,0.13157894736842105
13,5,4,0,0,22,0.12987012987012986
2,0,3,7,8,20,0.06493506493506493
2,0,7,10,3,22,0.09090909090909091
3,5,4,0,11,23,0.05194805194805195
5,5,1,4,5,20,0.0967741935483871
7,9,0,0,5,21,0.16129032258064516
2,8,3,0,8,21,0.04838709677419355
2,0,3,4,12,21,0.0967741935483871
9,2,7,4,0,22,0.06349206349206349
8,7,3,0,3,21,0.09523809523809523
10,2,3,4,2,21,0.15873015873015872
5,5,6,4,2,22,0.1111111111111111
0,5,7,0,9,21,0.052083333333333336
8,3,10,0,0,21,0.07291666666666667
0,0,5,7,9,21,0.07291666666666667
12,1,0,4,5,22,0.10416666666666667
7,0,0,8,6,21,0.05263157894736842
3,3,11,4,0,21,0.08771929824561403
8,3,0,0,11,22,0.05263157894736842
5,6,6,0,5,22,0.06140350877192982
4,5,5,3,4,21,0.06666666666666667
8,0,8,5,0,21,0.12
5,5,0,0,10,20,0.13333333333333333
3,2,0,6,8,19,0.04
0,0,9,4,8,21,0.0851063829787234
8,2,8,3,0,21,0.10638297872340426
7,0,8,0,5,20,0.0425531914893617
2,4,4,3,8,21,0.0851063829787234
0,5,13,0,4,22,0.07547169811320754
4,10,6,0,2,22,0.09433962264150944
3,0,10,0,8,21,0.04716981132075472
6,10,0,7,0,23,0.07547169811320754
0,10,4,0,6,20,0.05128205128205128
8,0,1,8,4,21,0.1282051282051282
14,0,2,0,5,21,0.08974358974358974
4,10,2,3,4,23,0.10256410256410256
4,0,0,13,5,22,0.08045977011494253
7,2,3,9,0,21,0.10344827586206896
5,5,4,2,6,22,0.11494252873563218
0,2,12,0,7,21,0.034482758620689655
7,0,0,5,8,20,0.04225352112676056
0,10,2,1,7,20,0.056338028169014086
3,3,10,5,0,21,0.14084507042253522
7,10,2,2,0,21,0.09859154929577464
9,5,0,4,4,22,0.10810810810810811
9,8,0,4,0,21,0.13513513513513514
3,8,5,3,2,21,0.0945945945945946
0,5,6,4,7,22,0.04054054054054054
3,4,10,0,3,20,0.11392405063291139
8,0,0,4,8,20,0.05063291139240506
8,2,4,4,3,21,0.12658227848101267
7,2,4,5,3,21,0.08860759493670886
7,4,6,0,4,21,0.057971014492753624
3,9,1,0,8,21,0.07971014492753623
9,0,5,3,4,21,0.06521739130434782
5,4,0,3,9,21,0.050724637681159424
11,2,0,3,5,21,0.11235955056179775
0,3,3,4,10,20,0.033707865168539325
6,0,6,5,4,21,0.06741573033707865
2,0,10,0,9,21,0.0449438202247191
0,0,0,7,14,21,0.05747126436781609
8,3,0,0,9,20,0.06896551724137931
7,0,7,2,5,21,0.11494252873563218
0,6,10,2,2,20,0.05747126436781609
6,10,2,0,4,22,0.06097560975609756
0,5,2,3,11,21,0.12195121951219512
7,0,3,4,8,22,0.0975609756097561
0,5,7,4,5,21,0.06097560975609756
1,10,7,0,2,20,0.045454545454545456
5,9,3,4,0,21,0.16666666666666666
4,5,11,0,0,20,0.06060606060606061
3,0,3,5,10,21,0.07575757575757576
0,0,5,6,11,22,0.05970149253731343
4,0,5,0,11,20,0.029850746268656716
5,7,0,0,9,21,0.14925373134328357
3,4,5,11,0,23,0.08955223880597014
4,5,12,0,2,23,0.058823529411764705
4,4,4,5,5,22,0.10784313725490197
4,0,13,0,4,21,0.0784313725490196
2,0,3,10,6,21,0.049019607843137254
0,0,17,3,1,21,0.058823529411764705
8,5,4,0,4,21,0.10784313725490197
5,0,0,12,5,22,0.0392156862745098
5,5,5,4,3,22,0.0784313725490196
16,4,1,0,0,21,0.1
4,0,7,3,7,21,0.05
3,9,5,5,0,22,0.1
5,4,3,0,10,22,0.16666666666666666
4,5,0,4,8,21,0.08849557522123894
5,5,0,0,10,20,0.07964601769911504
11,0,8,3,0,22,0.061946902654867256
0,0,3,8,12,23,0.061946902654867256
14,0,3,5,0,22,0.08108108108108109
0,0,8,9,3,20,0.07207207207207207
3,6,5,5,2,21,0.09009009009009009
10,4,9,0,0,23,0.06306306306306306
2,0,4,14,1,21,0.034482758620689655
5,3,6,5,2,21,0.1724137931034483
5,5,6,0,5,21,0.10344827586206896
9,0,3,3,6,21,0.05172413793103448
0,0,0,14,7,21,0.02531645569620253
0,4,11,4,2,21,0.05063291139240506
4,4,5,8,0,21,0.12658227848101267
4,3,10,4,0,21,0.05063291139240506
8,0,2,7,3,20,0.0875
1,0,6,0,13,20,0.05
4,0,8,5,3,20,0.0875
4,5,0,2,10,21,0.1375
3,5,8,5,2,23,0.09174311926605505
0,4,5,7,6,22,0.06422018348623854
0,3,4,5,9,21,0.05504587155963303
8,0,10,0,3,21,0.027522935779816515
2,0,9,0,10,21,0.04225352112676056
3,0,6,7,5,21,0.07042253521126761
5,5,0,5,6,21,0.15492957746478872
0,7,0,7,7,21,0.028169014084507043
10,3,0,4,3,20,0.1323529411764706
7,0,4,4,5,20,0.08823529411764706
10,1,4,0,5,20,0.058823529411764705
7,3,7,4,0,21,0.16176470588235295
3,4,4,0,10,21,0.06349206349206349
2,0,0,9,10,21,0.06349206349206349
8,5,2,3,3,21,0.15873015873015872
4,5,0,4,8,21,0.06349206349206349
5,4,0,0,13,22,0.0673076923076923
4,0,5,4,8,21,0.057692307692307696
0,2,2,5,12,21,0.038461538461538464
3,2,8,7,0,20,0.09615384615384616
9,3,5,4,0,21,0.09174311926605505
0,0,8,3,9,20,0.03669724770642202
7,2,5,7,0,21,0.08256880733944955
4,5,1,0,9,19,0.08256880733944955
4,8,4,0,5,21,0.0967741935483871
5,3,0,4,8,20,0.16129032258064516
11,5,2,0,3,21,0.12903225806451613
0,0,5,8,6,19,0.03225806451612903
2,7,3,0,9,21,0.06315789473684211
13,3,5,0,0,21,0.08421052631578947
4,4,3,9,1,21,0.11578947368421053
0,0,5,5,13,23,0.07368421052631578
8,0,11,0,2,21,0.03571428571428571
0,0,4,4,12,20,0.05
0,10,3,4,3,20,0.04285714285714286
6,0,3,9,2,20,0.07142857142857142
13,2,6,0,0,21,0.08547008547008547
0,3,7,10,1,21,0.05128205128205128
12,2,0,5,2,21,0.07692307692307693
0,2,11,5,3,21,0.042735042735042736
7,5,8,0,2,22,0.140625
0,7,9,3,2,21,0.0625
6,0,8,0,7,21,0.046875
6,4,5,7,0,22,0.15625
9,6,0,2,4,21,0.15584415584415584
5,9,0,4,3,21,0.09090909090909091
5,0,8,0,8,21,0.05194805194805195
0,9,10,2,0,21,0.025974025974025976
2,13,5,0,0,20,0.0425531914893617
9,7,0,5,0,21,0.10638297872340426
9,4,6,0,2,21,0.09574468085106383
0,9,0,7,7,23,0.02127659574468085
4,10,3,1,3,21,0.12987012987012986
4,0,10,6,0,20,0.06493506493506493
4,9,5,0,2,20,0.07792207792207792
10,0,0,3,8,21,0.06493506493506493
10,5,0,1,7,23,0.109375
0,0,15,0,7,22,0.0625
9,0,6,6,0,21,0.046875
5,2,7,3,3,20,0.15625
4,4,0,3,10,21,0.136986301369863
8,3,4,5,0,20,0.0821917808219178
3,4,0,2,12,21,0.0410958904109589
0,3,11,5,2,21,0.0547945205479452
0,9,5,5,3,22,0.042105263157894736
0,4,5,8,3,20,0.09473684210526316
6,5,0,8,2,21,0.10526315789473684
8,4,0,0,11,23,0.09473684210526316
0,4,7,4,5,20,0.09
2,4,4,0,11,21,0.05
4,0,2,10,6,22,0.05
2,3,12,5,0,22,0.1
9,8,1,2,0,20,0.18867924528301888
4,9,5,2,0,20,0.11320754716981132
14,0,3,0,3,20,0.07547169811320754
4,5,7,3,2,21,0.11320754716981132
3,7,4,7,0,21,0.12345679012345678
11,0,3,7,0,21,0.04938271604938271
7,4,5,2,2,20,0.07407407407407407
0,0,3,5,12,20,0.037037037037037035
13,0,0,3,4,20,0.06818181818181818
5,0,9,5,2,21,0.09090909090909091
9,8,3,0,1,21,0.07954545454545454
8,0,9,2,2,21,0.11363636363636363
0,4,4,0,12,20,0.03614457831325301
5,4,12,0,0,21,0.060240963855421686
3,5,4,5,3,20,0.12048192771084337
10,4,0,0,7,21,0.10843373493975904
0,0,6,10,4,20,0.04819277108433735
12,3,4,0,2,21,0.0963855421686747
6,6,0,5,4,21,0.12048192771084337
7,0,10,0,4,21,0.060240963855421686
0,0,9,8,4,21,0.07777777777777778
3,3,8,0,7,21,0.1111111111111111
11,3,0,8,0,22,0.06666666666666667
7,0,3,5,7,22,0.05555555555555555
10,0,0,3,9,22,0.10752688172043011
0,0,12,3,5,20,0.08602150537634409
0,9,5,2,5,21,0.03225806451612903
4,4,6,0,9,23,0.0967741935483871
4,0,5,10,1,20,0.05813953488372093
4,4,7,1,5,21,0.11627906976744186
0,9,4,5,3,21,0.046511627906976744
9,2,2,5,3,21,0.10465116279069768
5,8,0,4,5,22,0.0975609756097561
5,6,2,4,4,21,0.12195121951219512
10,0,7,4,0,21,0.08536585365853659
0,4,6,2,10,22,0.036585365853658534
3,10,3,0,4,20,0.09174311926605505
8,0,5,8,0,21,0.08256880733944955
4,6,0,3,8,21,0.07339449541284404
14,0,2,3,4,23,0.06422018348623854
13,0,7,0,1,21,0.07086614173228346
8,0,6,0,7,21,0.031496062992125984
11,0,6,5,0,22,0.08661417322834646
0,4,4,1,12,21,0.047244094488188976
0,4,5,6,5,20,0.04285714285714286
3,10,5,0,3,21,0.14285714285714285
0,4,10,4,3,21,0.1
8,6,5,4,0,23,0.12857142857142856
12,5,4,0,0,21,0.03389830508474576
3,5,7,0,5,20,0.06779661016949153
7,8,0,0,7,22,0.1694915254237288
5,3,11,4,0,23,0.11864406779661017
10,5,4,3,0,22,0.15384615384615385
0,10,2,8,2,22,0.1076923076923077
6,5,4,4,2,21,0.12307692307692308
3,10,4,3,3,23,0.09230769230769231
8,5,4,0,4,21,0.0641025641025641
8,5,0,2,6,21,0.1282051282051282
3,8,0,10,0,21,0.02564102564102564
0,3,14,4,0,21,0.08974358974358974
6,0,0,11,4,21,0.0379746835443038
0,6,7,8,0,21,0.02531645569620253
8,8,2,3,0,21,0.13924050632911392
0,0,9,0,13,22,0.05063291139240506
14,0,3,3,0,20,0.060240963855421686
5,0,7,3,5,20,0.060240963855421686
3,5,8,3,2,21,0.12048192771084337
0,0,4,5,12,21,0.03614457831325301
0,0,7,10,5,22,0.05555555555555555
5,4,0,2,11,22,0.1111111111111111
3,8,4,0,6,21,0.07777777777777778
8,0,7,3,5,23,0.06666666666666667
0,14,2,2,4,22,0.08
5,0,2,0,14,21,0.04
5,0,12,2,3,22,0.056
7,0,7,4,3,21,0.072
8,4,0,5,4,21,0.12345679012345678
8,0,8,2,3,21,0.07407407407407407
2,8,5,2,3,20,0.07407407407407407
3,8,0,7,3,21,0.09876543209876543
0,5,4,5,6,20,0.031496062992125984
6,4,5,0,5,20,0.07086614173228346
7,5,0,8,0,20,0.07874015748031496
0,12,0,5,4,21,0.03937007874015748
4,9,3,5,0,21,0.07142857142857142
0,0,11,0,10,21,0.05357142857142857
